sample_name,BioSample,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Instrument,sex,age,medium,Strain,Tissue,Experiment,Run
DGRP_Line_808_Female_SAMN09739006,SAMN09739006,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_808,Whole flies,SRX4484179,SRR7619942
DGRP_Line_808_Male_SAMN09739005,SAMN09739005,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_808,Whole flies,SRX4484180,SRR7619943
DGRP_Line_810_Female_SAMN09739002,SAMN09739002,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_810,Whole flies,SRX4484183,SRR7619946
DGRP_Line_812_Female_SAMN09739066,SAMN09739066,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_812,Whole flies,SRX4484186,SRR7619949
DGRP_Line_812_Female_SAMN09739066,SAMN09739066,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_812,Whole flies,SRX4484186,SRR7619950
DGRP_Line_812_Female_SAMN09739065,SAMN09739065,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_812,Whole flies,SRX4484187,SRR7619951
DGRP_Line_812_Male_SAMN09739064,SAMN09739064,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_812,Whole flies,SRX4484188,SRR7619952
DGRP_Line_812_Male_SAMN09739064,SAMN09739064,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_812,Whole flies,SRX4484188,SRR7619953
DGRP_Line_818_Female_SAMN09739062,SAMN09739062,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_818,Whole flies,SRX4484190,SRR7619955
DGRP_Line_820_Female_SAMN09738956,SAMN09738956,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_820,Whole flies,SRX4484198,SRR7619966
DGRP_Line_820_Female_SAMN09738955,SAMN09738955,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_820,Whole flies,SRX4484199,SRR7619967
DGRP_Line_821_Female_SAMN09738949,SAMN09738949,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_821,Whole flies,SRX4484203,SRR7619973
DGRP_Line_821_Female_SAMN09738949,SAMN09738949,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_821,Whole flies,SRX4484203,SRR7619974
DGRP_Line_83_Female_SAMN09739001,SAMN09739001,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_83,Whole flies,SRX4484210,SRR7619982
DGRP_Line_83_Female_SAMN09739000,SAMN09739000,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_83,Whole flies,SRX4484211,SRR7619983
DGRP_Line_83_Male_SAMN09738999,SAMN09738999,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_83,Whole flies,SRX4484212,SRR7619984
DGRP_Line_83_Male_SAMN09738998,SAMN09738998,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_83,Whole flies,SRX4484213,SRR7619985
DGRP_Line_832_Female_SAMN09738997,SAMN09738997,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_832,Whole flies,SRX4484214,SRR7619987
DGRP_Line_837_Female_SAMN09738992,SAMN09738992,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_837,Whole flies,SRX4484219,SRR7619994
DGRP_Line_837_Male_SAMN09738991,SAMN09738991,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_837,Whole flies,SRX4484220,SRR7619996
DGRP_Line_843_Male_SAMN09738987,SAMN09738987,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_843,Whole flies,SRX4484224,SRR7620000
DGRP_Line_849_Female_SAMN09738984,SAMN09738984,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_849,Whole flies,SRX4484227,SRR7620004
DGRP_Line_85_Female_SAMN09738981,SAMN09738981,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_85,Whole flies,SRX4484230,SRR7620007
DGRP_Line_852_Female_SAMN09738972,SAMN09738972,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_852,Whole flies,SRX4484239,SRR7620017
DGRP_Line_852_Female_SAMN09738972,SAMN09738972,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_852,Whole flies,SRX4484239,SRR7620018
DGRP_Line_852_Male_SAMN09738971,SAMN09738971,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_852,Whole flies,SRX4484240,SRR7620019
DGRP_Line_852_Male_SAMN09739034,SAMN09739034,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_852,Whole flies,SRX4484241,SRR7620020
DGRP_Line_853_Female_SAMN09739032,SAMN09739032,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_853,Whole flies,SRX4484243,SRR7620022
DGRP_Line_853_Male_SAMN09739030,SAMN09739030,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_853,Whole flies,SRX4484245,SRR7620025
DGRP_Line_855_Female_SAMN09739029,SAMN09739029,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_855,Whole flies,SRX4484246,SRR7620026
DGRP_Line_857_Female_SAMN09739025,SAMN09739025,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_857,Whole flies,SRX4484250,SRR7620030
DGRP_Line_857_Female_SAMN09739024,SAMN09739024,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_857,Whole flies,SRX4484251,SRR7620031
DGRP_Line_857_Male_SAMN09739023,SAMN09739023,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_857,Whole flies,SRX4484252,SRR7620032
DGRP_Line_861_Female_SAMN09739020,SAMN09739020,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_861,Whole flies,SRX4484255,SRR7620036
DGRP_Line_861_Male_SAMN09739019,SAMN09739019,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_861,Whole flies,SRX4484256,SRR7620037
DGRP_Line_88_Female_SAMN09739116,SAMN09739116,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_88,Whole flies,SRX4484258,SRR7620039
DGRP_Line_88_Female_SAMN09739115,SAMN09739115,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_88,Whole flies,SRX4484259,SRR7620041
DGRP_Line_882_Female_SAMN09739112,SAMN09739112,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_882,Whole flies,SRX4484262,SRR7620044
DGRP_Line_884_Female_SAMN09739109,SAMN09739109,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_884,Whole flies,SRX4484266,SRR7620048
DGRP_Line_890_Male_SAMN09739102,SAMN09739102,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_890,Whole flies,SRX4484272,SRR7620055
DGRP_Line_892_Female_SAMN09739100,SAMN09739100,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_892,Whole flies,SRX4484274,SRR7620057
DGRP_Line_892_Female_SAMN09739099,SAMN09739099,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_892,Whole flies,SRX4484275,SRR7620058
DGRP_Line_892_Male_SAMN09739098,SAMN09739098,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_892,Whole flies,SRX4484276,SRR7620060
DGRP_Line_892_Male_SAMN09739160,SAMN09739160,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_892,Whole flies,SRX4484277,SRR7620061
DGRP_Line_894_Female_SAMN09739159,SAMN09739159,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_894,Whole flies,SRX4484278,SRR7620062
DGRP_Line_894_Male_SAMN09739157,SAMN09739157,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_894,Whole flies,SRX4484280,SRR7620064
DGRP_Line_897_Female_SAMN09739154,SAMN09739154,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_897,Whole flies,SRX4484283,SRR7620068
DGRP_Line_897_Male_SAMN09739153,SAMN09739153,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_897,Whole flies,SRX4484284,SRR7620070
DGRP_Line_897_Male_SAMN09739152,SAMN09739152,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_897,Whole flies,SRX4484285,SRR7620071
DGRP_Line_900_Female_SAMN09739150,SAMN09739150,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_900,Whole flies,SRX4484287,SRR7620073
DGRP_Line_907_Female_SAMN09739147,SAMN09739147,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_907,Whole flies,SRX4484290,SRR7620076
DGRP_Line_907_Female_SAMN09739146,SAMN09739146,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_907,Whole flies,SRX4484291,SRR7620077
DGRP_Line_907_Male_SAMN09739144,SAMN09739144,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_907,Whole flies,SRX4484293,SRR7620079
DGRP_Line_908_Male_SAMN09739141,SAMN09739141,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_908,Whole flies,SRX4484296,SRR7620082
DGRP_Line_908_Male_SAMN09739140,SAMN09739140,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_908,Whole flies,SRX4484297,SRR7620084
DGRP_Line_91_Female_SAMN09739139,SAMN09739139,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_91,Whole flies,SRX4484298,SRR7620085
DGRP_Line_91_Female_SAMN09739138,SAMN09739138,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_91,Whole flies,SRX4484299,SRR7620087
DGRP_Line_91_Male_SAMN09739137,SAMN09739137,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_91,Whole flies,SRX4484300,SRR7620088
DGRP_Line_911_Male_SAMN09739133,SAMN09739133,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_911,Whole flies,SRX4484304,SRR7620094
DGRP_Line_913_Female_SAMN09739131,SAMN09739131,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_913,Whole flies,SRX4484306,SRR7620096
DGRP_Line_93_Female_SAMN09739164,SAMN09739164,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_93,Whole flies,SRX4484310,SRR7620100
DGRP_Line_101_Female_SAMN09738656,SAMN09738656,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_101,Whole flies,SRX4483518,SRR7619156
DGRP_Line_101_Male_SAMN09738705,SAMN09738705,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_101,Whole flies,SRX4483520,SRR7619159
DGRP_Line_105_Female_SAMN09738703,SAMN09738703,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_105,Whole flies,SRX4483522,SRR7619161
DGRP_Line_105_Female_SAMN09738703,SAMN09738703,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_105,Whole flies,SRX4483522,SRR7619162
DGRP_Line_105_Male_SAMN09738701,SAMN09738701,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_105,Whole flies,SRX4483524,SRR7619164
DGRP_Line_129_Female_SAMN09738694,SAMN09738694,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_129,Whole flies,SRX4483531,SRR7619173
DGRP_Line_129_Male_SAMN09738693,SAMN09738693,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_129,Whole flies,SRX4483532,SRR7619174
DGRP_Line_136_Female_SAMN09738690,SAMN09738690,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_136,Whole flies,SRX4483535,SRR7619177
DGRP_Line_136_Male_SAMN09738688,SAMN09738688,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_136,Whole flies,SRX4483537,SRR7619179
DGRP_Line_138_Female_SAMN09738686,SAMN09738686,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_138,Whole flies,SRX4483539,SRR7619181
DGRP_Line_138_Male_SAMN09738685,SAMN09738685,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_138,Whole flies,SRX4483540,SRR7619182
DGRP_Line_138_Male_SAMN09738685,SAMN09738685,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_138,Whole flies,SRX4483540,SRR7619183
DGRP_Line_142_Female_SAMN09738730,SAMN09738730,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_142,Whole flies,SRX4483542,SRR7619186
DGRP_Line_142_Male_SAMN09738727,SAMN09738727,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_142,Whole flies,SRX4483545,SRR7619189
DGRP_Line_149_Female_SAMN09738726,SAMN09738726,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_149,Whole flies,SRX4483546,SRR7619190
DGRP_Line_153_Male_SAMN09738719,SAMN09738719,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_153,Whole flies,SRX4483553,SRR7619197
DGRP_Line_161_Female_SAMN09738714,SAMN09738714,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_161,Whole flies,SRX4483558,SRR7619203
DGRP_Line_161_Female_SAMN09738713,SAMN09738713,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_161,Whole flies,SRX4483559,SRR7619204
DGRP_Line_161_Male_SAMN09738712,SAMN09738712,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_161,Whole flies,SRX4483560,SRR7619205
DGRP_Line_161_Male_SAMN09738711,SAMN09738711,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_161,Whole flies,SRX4483561,SRR7619206
DGRP_Line_176_Female_SAMN09738710,SAMN09738710,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_176,Whole flies,SRX4483562,SRR7619207
DGRP_Line_176_Male_SAMN09738707,SAMN09738707,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_176,Whole flies,SRX4483565,SRR7619210
DGRP_Line_177_Female_SAMN09738706,SAMN09738706,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_177,Whole flies,SRX4483566,SRR7619211
DGRP_Line_177_Female_SAMN09738755,SAMN09738755,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_177,Whole flies,SRX4483567,SRR7619212
DGRP_Line_177_Male_SAMN09738754,SAMN09738754,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_177,Whole flies,SRX4483568,SRR7619213
DGRP_Line_181_Female_SAMN09738752,SAMN09738752,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_181,Whole flies,SRX4483570,SRR7619216
DGRP_Line_181_Female_SAMN09738751,SAMN09738751,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_181,Whole flies,SRX4483571,SRR7619218
DGRP_Line_181_Male_SAMN09738750,SAMN09738750,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_181,Whole flies,SRX4483572,SRR7619219
DGRP_Line_189_Male_SAMN09738438,SAMN09738438,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_189,Whole flies,SRX4483576,SRR7619224
DGRP_Line_195_Male_SAMN09738683,SAMN09738683,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_195,Whole flies,SRX4483580,SRR7619230
DGRP_Line_21_Female_SAMN09738677,SAMN09738677,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_21,Whole flies,SRX4483586,SRR7619237
DGRP_Line_21_Male_SAMN09738675,SAMN09738675,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_21,Whole flies,SRX4483588,SRR7619239
DGRP_Line_21_Male_SAMN09738675,SAMN09738675,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_21,Whole flies,SRX4483588,SRR7619240
DGRP_Line_21_Male_SAMN09738674,SAMN09738674,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_21,Whole flies,SRX4483589,SRR7619241
DGRP_Line_217_Female_SAMN09738673,SAMN09738673,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_217,Whole flies,SRX4483590,SRR7619243
DGRP_Line_217_Female_SAMN09738672,SAMN09738672,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_217,Whole flies,SRX4483591,SRR7619244
DGRP_Line_217_Male_SAMN09738670,SAMN09738670,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_217,Whole flies,SRX4483593,SRR7619247
DGRP_Line_223_Male_SAMN09738667,SAMN09738667,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_223,Whole flies,SRX4483596,SRR7619250
DGRP_Line_227_Female_SAMN09738665,SAMN09738665,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_227,Whole flies,SRX4483598,SRR7619252
DGRP_Line_227_Male_SAMN09738663,SAMN09738663,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_227,Whole flies,SRX4483600,SRR7619254
DGRP_Line_227_Male_SAMN09738662,SAMN09738662,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_227,Whole flies,SRX4483601,SRR7619256
DGRP_Line_228_Female_SAMN09738395,SAMN09738395,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_228,Whole flies,SRX4483603,SRR7619258
DGRP_Line_229_Female_SAMN09738392,SAMN09738392,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_229,Whole flies,SRX4483606,SRR7619262
DGRP_Line_229_Female_SAMN09738391,SAMN09738391,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_229,Whole flies,SRX4483607,SRR7619263
DGRP_Line_229_Male_SAMN09738390,SAMN09738390,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_229,Whole flies,SRX4483608,SRR7619264
DGRP_Line_233_Female_SAMN09738387,SAMN09738387,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_233,Whole flies,SRX4483611,SRR7619267
DGRP_Line_233_Male_SAMN09738386,SAMN09738386,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_233,Whole flies,SRX4483612,SRR7619270
DGRP_Line_235_Female_SAMN09738384,SAMN09738384,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_235,Whole flies,SRX4483614,SRR7619272
DGRP_Line_235_Male_SAMN09738382,SAMN09738382,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_235,Whole flies,SRX4483616,SRR7619274
DGRP_Line_235_Male_SAMN09738434,SAMN09738434,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_235,Whole flies,SRX4483617,SRR7619275
DGRP_Line_237_Female_SAMN09738433,SAMN09738433,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_237,Whole flies,SRX4483618,SRR7619276
