Run,age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,medium,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,Strain,Tissue
SRR7619491,3-5 days old,RNA-Seq,125,2083777500,PRJNA483441,SAMN09738260,1019378192,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483800,GSM3310956,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310956,male,DGRP Line 373 Male,SRP155726,DGRP_373,Whole flies
SRR7619492,3-5 days old,RNA-Seq,125,2279041375,PRJNA483441,SAMN09738259,1140228310,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483801,GSM3310957,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310957,male,DGRP Line 373 Male,SRP155726,DGRP_373,Whole flies
SRR7619496,3-5 days old,RNA-Seq,125,1925173500,PRJNA483441,SAMN09738252,916419860,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483805,GSM3310961,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310961,male,DGRP Line 374 Male,SRP155726,DGRP_374,Whole flies
SRR7619497,3-5 days old,RNA-Seq,125,1877374375,PRJNA483441,SAMN09738250,890202742,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483806,GSM3310962,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310962,female,DGRP Line 375 Female,SRP155726,DGRP_375,Whole flies
SRR7619499,3-5 days old,RNA-Seq,125,2574323500,PRJNA483441,SAMN09738248,1209051821,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483808,GSM3310964,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310964,male,DGRP Line 375 Male,SRP155726,DGRP_375,Whole flies
SRR7619500,3-5 days old,RNA-Seq,125,1840618250,PRJNA483441,SAMN09738184,879590098,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483809,GSM3310965,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310965,male,DGRP Line 375 Male,SRP155726,DGRP_375,Whole flies
SRR7619501,3-5 days old,RNA-Seq,125,1709738625,PRJNA483441,SAMN09738183,781021873,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483810,GSM3310966,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310966,female,DGRP Line 377 Female,SRP155726,DGRP_377,Whole flies
SRR7619507,3-5 days old,RNA-Seq,125,1843582250,PRJNA483441,SAMN09738148,853168234,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483816,GSM3310972,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310972,male,DGRP Line 379 Male,SRP155726,DGRP_379,Whole flies
SRR7619511,3-5 days old,RNA-Seq,125,3312256500,PRJNA483441,SAMN09738144,1551979472,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483820,GSM3310976,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310976,male,DGRP Line 38 Male,SRP155726,DGRP_38,Whole flies
SRR7619515,3-5 days old,RNA-Seq,125,2106688125,PRJNA483441,SAMN09738141,996157553,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483823,GSM3310979,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310979,female,DGRP Line 380 Female,SRP155726,DGRP_380,Whole flies
SRR7619523,3-5 days old,RNA-Seq,125,2039573750,PRJNA483441,SAMN09738211,933859059,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483830,GSM3310986,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310986,female,DGRP Line 382 Female,SRP155726,DGRP_382,Whole flies
SRR7619524,3-5 days old,RNA-Seq,125,1860854250,PRJNA483441,SAMN09738210,904741633,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483831,GSM3310987,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310987,female,DGRP Line 382 Female,SRP155726,DGRP_382,Whole flies
SRR7619528,3-5 days old,RNA-Seq,125,2446037625,PRJNA483441,SAMN09738207,1208237433,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483834,GSM3310990,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310990,female,DGRP Line 383 Female,SRP155726,DGRP_383,Whole flies
SRR7619529,3-5 days old,RNA-Seq,125,1811979000,PRJNA483441,SAMN09738206,862675375,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483835,GSM3310991,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310991,female,DGRP Line 383 Female,SRP155726,DGRP_383,Whole flies
SRR7619530,3-5 days old,RNA-Seq,125,2361591500,PRJNA483441,SAMN09738205,1070738005,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483836,GSM3310992,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310992,male,DGRP Line 383 Male,SRP155726,DGRP_383,Whole flies
SRR7619531,3-5 days old,RNA-Seq,125,1428786375,PRJNA483441,SAMN09738204,652582815,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483837,GSM3310993,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310993,male,DGRP Line 383 Male,SRP155726,DGRP_383,Whole flies
SRR7619532,3-5 days old,RNA-Seq,125,1907032750,PRJNA483441,SAMN09738204,937117163,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483837,GSM3310993,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310993,male,DGRP Line 383 Male,SRP155726,DGRP_383,Whole flies
SRR7619533,3-5 days old,RNA-Seq,125,2951148250,PRJNA483441,SAMN09738203,1476933215,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483838,GSM3310994,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310994,female,DGRP Line 385 Female,SRP155726,DGRP_385,Whole flies
SRR7619535,3-5 days old,RNA-Seq,125,2076412875,PRJNA483441,SAMN09738197,936654004,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483840,GSM3310996,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3310996,male,DGRP Line 385 Male,SRP155726,DGRP_385,Whole flies
SRR7619545,3-5 days old,RNA-Seq,125,1582399875,PRJNA483441,SAMN09738192,724326049,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483849,GSM3311005,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311005,male,DGRP Line 390 Male,SRP155726,DGRP_390,Whole flies
SRR7619547,3-5 days old,RNA-Seq,125,921059625,PRJNA483441,SAMN09738240,416882404,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483850,GSM3311006,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311006,female,DGRP Line 391 Female,SRP155726,DGRP_391,Whole flies
SRR7619548,3-5 days old,RNA-Seq,125,2239557000,PRJNA483441,SAMN09738240,1075670541,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483850,GSM3311006,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311006,female,DGRP Line 391 Female,SRP155726,DGRP_391,Whole flies
SRR7619555,3-5 days old,RNA-Seq,125,1789989125,PRJNA483441,SAMN09738234,854325271,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483856,GSM3311012,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311012,male,DGRP Line 392 Male,SRP155726,DGRP_392,Whole flies
SRR7619557,3-5 days old,RNA-Seq,125,2103538125,PRJNA483441,SAMN09738232,1025469706,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483858,GSM3311014,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311014,female,DGRP Line 395 Female,SRP155726,DGRP_395,Whole flies
SRR7619559,3-5 days old,RNA-Seq,125,1867780125,PRJNA483441,SAMN09738230,887262969,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483860,GSM3311016,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311016,male,DGRP Line 395 Male,SRP155726,DGRP_395,Whole flies
SRR7619560,3-5 days old,RNA-Seq,125,2257854750,PRJNA483441,SAMN09738229,1082729966,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483861,GSM3311017,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311017,male,DGRP Line 395 Male,SRP155726,DGRP_395,Whole flies
SRR7619563,3-5 days old,RNA-Seq,125,1778020000,PRJNA483441,SAMN09738226,851080773,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483864,GSM3311020,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311020,male,DGRP Line 397 Male,SRP155726,DGRP_397,Whole flies
SRR7619565,3-5 days old,RNA-Seq,125,2580059250,PRJNA483441,SAMN09738225,1254611514,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483865,GSM3311021,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311021,male,DGRP Line 397 Male,SRP155726,DGRP_397,Whole flies
SRR7619573,3-5 days old,RNA-Seq,125,2087048375,PRJNA483441,SAMN09738137,943906039,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483873,GSM3311029,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311029,male,DGRP Line 40 Male,SRP155726,DGRP_40,Whole flies
SRR7619575,3-5 days old,RNA-Seq,125,1314417750,PRJNA483441,SAMN09738135,568800955,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483875,GSM3311031,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311031,female,DGRP Line 405 Female,SRP155726,DGRP_405,Whole flies
SRR7619579,3-5 days old,RNA-Seq,125,2002004125,PRJNA483441,SAMN09738133,959197476,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483877,GSM3311033,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311033,male,DGRP Line 405 Male,SRP155726,DGRP_405,Whole flies
SRR7619586,3-5 days old,RNA-Seq,125,1564116875,PRJNA483441,SAMN09738126,765681123,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483884,GSM3311040,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311040,male,DGRP Line 409 Male,SRP155726,DGRP_409,Whole flies
SRR7619590,3-5 days old,RNA-Seq,125,2062444250,PRJNA483441,SAMN09738123,983526618,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483887,GSM3311043,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311043,female,DGRP Line 41 Female,SRP155726,DGRP_41,Whole flies
SRR7619593,3-5 days old,RNA-Seq,125,2093608250,PRJNA483441,SAMN09738120,972229413,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483890,GSM3311046,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311046,female,DGRP Line 42 Female,SRP155726,DGRP_42,Whole flies
SRR7619594,3-5 days old,RNA-Seq,125,2019872125,PRJNA483441,SAMN09738120,963110484,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483890,GSM3311046,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311046,female,DGRP Line 42 Female,SRP155726,DGRP_42,Whole flies
SRR7619596,3-5 days old,RNA-Seq,125,2021154625,PRJNA483441,SAMN09738191,988337548,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483892,GSM3311048,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311048,male,DGRP Line 42 Male,SRP155726,DGRP_42,Whole flies
SRR7619599,3-5 days old,RNA-Seq,125,1937981625,PRJNA483441,SAMN09738188,919887686,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483895,GSM3311051,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311051,female,DGRP Line 426 Female,SRP155726,DGRP_426,Whole flies
SRR7619600,3-5 days old,RNA-Seq,125,2828557750,PRJNA483441,SAMN09738187,1414813798,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483896,GSM3311052,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311052,male,DGRP Line 426 Male,SRP155726,DGRP_426,Whole flies
SRR7619602,3-5 days old,RNA-Seq,125,1804725250,PRJNA483441,SAMN09738186,849341525,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483897,GSM3311053,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311053,male,DGRP Line 426 Male,SRP155726,DGRP_426,Whole flies
SRR7619603,3-5 days old,RNA-Seq,125,2392560500,PRJNA483441,SAMN09738185,1107139669,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483898,GSM3311054,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311054,female,DGRP Line 427 Female,SRP155726,DGRP_427,Whole flies
SRR7619607,3-5 days old,RNA-Seq,125,2004801750,PRJNA483441,SAMN09738746,912167866,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483902,GSM3311058,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311058,female,DGRP Line 437 Female,SRP155726,DGRP_437,Whole flies
SRR7619610,3-5 days old,RNA-Seq,125,2132210375,PRJNA483441,SAMN09738743,1028479337,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483905,GSM3311061,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311061,male,DGRP Line 437 Male,SRP155726,DGRP_437,Whole flies
SRR7619613,3-5 days old,RNA-Seq,125,1854430750,PRJNA483441,SAMN09738741,892567098,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483907,GSM3311063,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311063,female,DGRP Line 439 Female,SRP155726,DGRP_439,Whole flies
SRR7619617,3-5 days old,RNA-Seq,125,1792781875,PRJNA483441,SAMN09738737,834208975,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483911,GSM3311067,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311067,female,DGRP Line 440 Female,SRP155726,DGRP_440,Whole flies
SRR7619618,3-5 days old,RNA-Seq,125,2191533125,PRJNA483441,SAMN09738736,1077748973,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483912,GSM3311068,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311068,male,DGRP Line 440 Male,SRP155726,DGRP_440,Whole flies
SRR7619624,3-5 days old,RNA-Seq,125,1867331625,PRJNA483441,SAMN09738731,886178615,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483917,GSM3311073,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311073,male,DGRP Line 441 Male,SRP155726,DGRP_441,Whole flies
SRR7619627,3-5 days old,RNA-Seq,125,2241468000,PRJNA483441,SAMN09738765,1070996553,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483919,GSM3311075,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311075,female,DGRP Line 443 Female,SRP155726,DGRP_443,Whole flies
SRR7619628,3-5 days old,RNA-Seq,125,2134207250,PRJNA483441,SAMN09738764,997305651,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483920,GSM3311076,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311076,male,DGRP Line 443 Male,SRP155726,DGRP_443,Whole flies
SRR7619630,3-5 days old,RNA-Seq,125,2144570375,PRJNA483441,SAMN09738762,1026554391,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483922,GSM3311078,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311078,female,DGRP Line 45 Female,SRP155726,DGRP_45,Whole flies
SRR7619633,3-5 days old,RNA-Seq,125,2421580750,PRJNA483441,SAMN09738760,1168642618,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483924,GSM3311080,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311080,male,DGRP Line 45 Male,SRP155726,DGRP_45,Whole flies
SRR7619636,3-5 days old,RNA-Seq,125,1822450125,PRJNA483441,SAMN09738758,866251167,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483926,GSM3311082,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311082,female,DGRP Line 461 Female,SRP155726,DGRP_461,Whole flies
SRR7619638,3-5 days old,RNA-Seq,125,578321250,PRJNA483441,SAMN09738118,261154092,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483928,GSM3311084,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311084,male,DGRP Line 461 Male,SRP155726,DGRP_461,Whole flies
SRR7619643,3-5 days old,RNA-Seq,125,1962972250,PRJNA483441,SAMN09738114,934450724,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483932,GSM3311088,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311088,male,DGRP Line 48 Male,SRP155726,DGRP_48,Whole flies
SRR7619644,3-5 days old,RNA-Seq,125,2696609375,PRJNA483441,SAMN09738113,1350292696,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483933,GSM3311089,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311089,male,DGRP Line 48 Male,SRP155726,DGRP_48,Whole flies
SRR7619647,3-5 days old,RNA-Seq,125,1901973250,PRJNA483441,SAMN09738112,872830412,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483935,GSM3311091,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311091,female,DGRP Line 486 Female,SRP155726,DGRP_486,Whole flies
SRR7619650,3-5 days old,RNA-Seq,125,2228721875,PRJNA483441,SAMN09738110,1077886516,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483937,GSM3311093,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311093,male,DGRP Line 486 Male,SRP155726,DGRP_486,Whole flies
SRR7619651,3-5 days old,RNA-Seq,125,1951918875,PRJNA483441,SAMN09738109,903692001,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483938,GSM3311094,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311094,female,DGRP Line 49 Female,SRP155726,DGRP_49,Whole flies
SRR7619653,3-5 days old,RNA-Seq,125,1844608500,PRJNA483441,SAMN09738107,872803449,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483940,GSM3311096,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311096,male,DGRP Line 49 Male,SRP155726,DGRP_49,Whole flies
SRR7619656,3-5 days old,RNA-Seq,125,2875704375,PRJNA483441,SAMN09738105,1371044797,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX4483942,GSM3311098,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,cornmeal-molasses-agar,Drosophila melanogaster,ILLUMINA,2019-10-29T00:00:00Z,GSM3311098,female,DGRP Line 491 Female,SRP155726,DGRP_491,Whole flies
